Florida,Rider,90,69,35-71,28-57,49.3,49.1,14-33,8-19,42.4,42.1,6-10,5-10,60.0,50.0,37,36,14,9,21,24,25,14,7,4,1,5,6,13,13,12,0,0,0,0,26,0 
Holy Cross,Sacred Heart,71,60,25-57,23-67,43.9,34.3,6-15,4-15,40.0,26.7,15-24,10-14,62.5,71.4,37,51,12,21,25,26,16,15,10,4,5,3,15,17,14,20,0,0,0,0,18,2 
Massachusetts,Siena,82,78,31-74,27-57,41.9,47.4,9-23,5-16,39.1,31.3,11-12,19-29,91.7,65.5,51,39,18,13,26,24,17,19,9,5,5,8,10,14,20,14,0,0,0,0,6,11 
Iowa St.,Iowa,86,76,28-51,24-56,54.9,42.9,8-19,6-13,42.1,46.2,22-31,22-25,71.0,88.0,32,31,7,8,25,22,17,12,4,6,3,0,12,12,22,24,0,0,0,0,24,4 
Southern U.,Highlanders,66,57,29-66,24-65,43.9,36.9,11-26,6-22,42.3,27.3,23-33,12-20,69.7,60.0,55,32,16,8,39,24,17,12,7,6,7,5,17,15,17,24,0,0,0,0,34,3 
VCU,Richmond,73,51,23-51,17-47,45.1,36.2,7-14,4-20,50.0,20.0,20-28,13-19,71.4,68.4,34,35,6,8,27,25,7,5,12,4,4,7,7,17,17,22,0,0,0,0,22,4 
Nicholls St.,Loyola (N.O.),92,76,33-59,20-51,55.9,39.2,9-19,3-14,47.4,21.4,17-30,33-41,56.7,80.5,34,45,10,16,20,23,18,7,7,6,3,4,13,21,29,24,0,0,0,0,19,0 
Fairfield,Old Dominion,59,51,19-51,17-57,37.3,29.8,4-20,5-19,20.0,26.3,17-25,12-17,68.0,70.6,45,43,13,14,28,26,12,8,10,8,7,4,13,15,19,23,0,0,0,0,19,0 
Wyoming,Colorado,65,54,22-46,19-49,47.8,38.8,6-17,4-16,35.3,25.0,15-23,12-19,65.2,63.2,38,32,7,9,27,20,7,5,8,9,3,2,15,15,17,22,0,1,0,0,14,10 
Idaho,Oregon St.,74,60,24-48,20-60,50.0,33.3,10-18,3-23,55.6,13.0,16-23,17-28,69.6,60.7,46,39,10,16,32,20,18,14,3,7,4,5,18,10,23,22,0,0,0,0,18,2 
